# eta[dimensionless] P[GPa]
4.031725744085715490e+00 2.519000652822713164e+04
4.029252715984495303e+00 2.825679789374678148e+04
4.026872716743056912e+00 3.169537879917188184e+04
4.024783722619230453e+00 3.555408009869382659e+04
4.022984615219701077e+00 3.988350502488160419e+04
4.021365556685986498e+00 4.474027566687340004e+04
4.019980437796203177e+00 5.018992341686559666e+04
4.018726746637720559e+00 5.630439110647595226e+04
4.017673661722104050e+00 6.316542600607169879e+04
4.016870999367109007e+00 7.086521171586275159e+04
4.016327887102322691e+00 7.950509113366669044e+04
4.015813853578054093e+00 8.920296381681192724e+04
4.015516098796429567e+00 1.000864527418768703e+05
4.015388898924313388e+00 1.123004192990515730e+05
4.015487624941792788e+00 1.260095538635306293e+05
4.015689376600532157e+00 1.413978133625056071e+05
4.016091276290554291e+00 1.586701140724684519e+05
4.016722444702836015e+00 1.780626615581928636e+05
4.017428475398628684e+00 1.998292868372643716e+05
4.018871757186190941e+00 2.242980852975717571e+05
4.023342499258368399e+00 2.519467855377774686e+05
1.642547338602969198e+00 7.362459471947442324e-01
1.695222853349238834e+00 8.529933356846942649e-01
1.735003081975169836e+00 9.588257581306585120e-01
1.770993248157038513e+00 1.066760726699666817e+00
1.809213022007384319e+00 1.189444985246641773e+00
1.849341601872402041e+00 1.326485957886222034e+00
1.887097369432310545e+00 1.460148601715566485e+00
2.022603030948439518e+00 2.291231215055217874e+00
1.987783907920742221e+00 2.003588753960412472e+00
2.020076504181489430e+00 2.183381444964905604e+00
2.059456156447704966e+00 2.426790449690292117e+00
2.100477292452471278e+00 2.698906738886746037e+00
2.140792641227673432e+00 2.991242338026072201e+00
2.178300397468604821e+00 3.294086474268259401e+00
2.215458926759654723e+00 3.613856464974206872e+00
2.257900273892049281e+00 3.974526308223840676e+00
2.310263366763451565e+00 4.405037264915567796e+00
2.268667101516269380e+00 4.740176093373568378e+00
2.436270788812123556e+00 5.841529736731669864e+00
2.588246935776575608e+00 7.025133429538164442e+00
2.728278095738863929e+00 8.300236204106633764e+00
2.865812107923852103e+00 9.695005238129793312e+00
3.010923277719041558e+00 1.127653312371607264e+01
3.011804189915758379e+00 1.170960831805557589e+01
3.034271714402513975e+00 1.231986064328063257e+01
3.085015844785491179e+00 1.317221139903890403e+01
3.214468052705945933e+00 1.474236114566558875e+01
3.423799799427601265e+00 1.713945816381738751e+01
3.636133968747157663e+00 1.971701652776939184e+01
3.837969392130245794e+00 2.242374120055798059e+01
4.015904168066778190e+00 2.519213980217302407e+01
4.162075060357068423e+00 2.800955157655959127e+01
4.267123377090702441e+00 3.092759553630849112e+01
4.341993787883054345e+00 3.397405863780827673e+01
4.391761731934886726e+00 3.721158728977800223e+01
4.419415887903431539e+00 4.070414583467098879e+01
4.432137260274465085e+00 4.452510933455170061e+01
4.431013866031204174e+00 4.876434887472537127e+01
4.420316244977078313e+00 5.351533790120039669e+01
4.403913957770738463e+00 5.887306932779844004e+01
4.384115858560833523e+00 6.493818841777343209e+01
4.361648773045693872e+00 7.182685501130572447e+01
4.336936187548873889e+00 7.967354636705015025e+01
4.310239900382981659e+00 8.863128447586281311e+01
4.282059432611460714e+00 9.889587528514987014e+01
4.253205601501305999e+00 1.107107119544971710e+02
4.226028320403817595e+00 1.243982859447916240e+02
4.204476898050365286e+00 1.403969251171266421e+02
4.192709454461488683e+00 1.592850422036719067e+02
4.192164035990662008e+00 1.816058266807582697e+02
4.199580831609077691e+00 2.076805645044196069e+02
4.209433926756418032e+00 2.376761367069781272e+02
4.220489957273324322e+00 2.718065646858050286e+02
4.236819884457659668e+00 3.106238981593090216e+02
4.259321048556434341e+00 3.548588063506257413e+02
4.277848881272344528e+00 4.048147966327156269e+02
4.271446970714704250e+00 4.603089877249586266e+02
4.427618808122221417e+00 5.340204931107554103e+02
4.374978870446781798e+00 6.077356197478450213e+02
4.328460752983398052e+00 6.909888909879597350e+02
4.293931151786421374e+00 7.862427795570907847e+02
4.270085506407658826e+00 8.952729380373933736e+02
4.252313774603773133e+00 1.019323623546987164e+03
4.237456597956985149e+00 1.159666238094703886e+03
4.223680491195398012e+00 1.317809084782345735e+03
4.210622270587959903e+00 1.495657120006037530e+03
4.198104294843695072e+00 1.695413470755316666e+03
4.186046969740998769e+00 1.919473883067938459e+03
4.174321344795660416e+00 2.170665006665472902e+03
4.163212555872052967e+00 2.452105424464733915e+03
4.152491205420265175e+00 2.767349105858771964e+03
4.142153733422691886e+00 3.120214290407037879e+03
4.132306747063069885e+00 3.515228008017785214e+03
4.122964656791453741e+00 3.957440925758494814e+03
4.113947375703036258e+00 4.452258464168675346e+03
4.105372247317992773e+00 5.006280885475708601e+03
4.097466025704131098e+00 5.626698262202893602e+03
4.089843831162442989e+00 6.321122323201429026e+03
4.082714942710607531e+00 7.098965269055824137e+03
4.076050941592200161e+00 7.970440569905065786e+03
4.069889373496005547e+00 8.946792375513296065e+03
4.064096191658824075e+00 1.004087017410917906e+04
4.058820594029016071e+00 1.126722080477180862e+04
4.053887950242739180e+00 1.264152276227873699e+04
4.049340336023496967e+00 1.418244405046636348e+04
4.045148807650988942e+00 1.590994092091650964e+04
4.041270361461496208e+00 1.784720053269188793e+04
4.037870927617073669e+00 2.002034634149237900e+04
4.034547862899620085e+00 2.245659328779237694e+04
4.031725744085721708e+00 2.519000652822713164e+04
4.029252715984494415e+00 2.825679789374678148e+04
4.026872716743060465e+00 3.169537879917201280e+04
4.024783722619225124e+00 3.555408009869382659e+04
4.022984615219697524e+00 3.988350502488160419e+04
4.021365556685972287e+00 4.474027566687340004e+04
4.019980437796185413e+00 5.018992341686539294e+04
4.018726746637734770e+00 5.630439110647617781e+04
4.017673661722104050e+00 6.316542600607169879e+04
4.016870999367109007e+00 7.086521171586275159e+04
4.016327887102316474e+00 7.950509113366637030e+04
4.015813853578054093e+00 8.920296381681192724e+04
4.015516098796433120e+00 1.000864527418772777e+05
4.015388898924318717e+00 1.123004192990515730e+05
4.015487624941792788e+00 1.260095538635306293e+05
4.015689376600535709e+00 1.413978133625056071e+05
4.016091276290555179e+00 1.586701140724684519e+05
4.016722444702836015e+00 1.780626615581928636e+05
4.017428475398637566e+00 1.998292868372643716e+05
4.018871757186158966e+00 2.242980852975708258e+05
4.023342499258368399e+00 2.519467855377774686e+05
1.642547338602969198e+00 7.362459471947442324e-01
1.695222853349238612e+00 8.529933356846942649e-01
1.735003081975169836e+00 9.588257581306585120e-01
1.770993248157038513e+00 1.066760726699666817e+00
1.809213022007384319e+00 1.189444985246641773e+00
1.849341601872402041e+00 1.326485957886222034e+00
1.887097369432309879e+00 1.460148601715566485e+00
2.022603030948445735e+00 2.291231215055245851e+00
1.987783907920742221e+00 2.003588753960412472e+00
2.020076504181489430e+00 2.183381444964905604e+00
2.059456156447704966e+00 2.426790449690292117e+00
2.100477292452471278e+00 2.698906738886746037e+00
2.140792641227673432e+00 2.991242338026072201e+00
2.178300397468604821e+00 3.294086474268259401e+00
2.215458926759654723e+00 3.613856464974206872e+00
2.257900273892049281e+00 3.974526308223840676e+00
2.310263366763451565e+00 4.405037264915567796e+00
2.268667101516267604e+00 4.740176093373568378e+00
2.436270788812123556e+00 5.841529736731669864e+00
2.588246935776575608e+00 7.025133429538164442e+00
2.728278095738862596e+00 8.300236204106600013e+00
2.865812107923852103e+00 9.695005238129793312e+00
3.010923277719043334e+00 1.127653312371611882e+01
3.011804189915758379e+00 1.170960831805557589e+01
3.034271714402510867e+00 1.231986064328063257e+01
3.085015844785491179e+00 1.317221139903890403e+01
3.214468052705941936e+00 1.474236114566552835e+01
3.423799799427604373e+00 1.713945816381738751e+01
3.636133968747157663e+00 1.971701652776939184e+01
3.837969392130241353e+00 2.242374120055788822e+01
4.015904168066778190e+00 2.519213980217302407e+01
4.162075060357080858e+00 2.800955157655959127e+01
4.267123377090698000e+00 3.092759553630837033e+01
4.341993787883055234e+00 3.397405863780827673e+01
4.391761731934895607e+00 3.721158728977800223e+01
4.419415887903433315e+00 4.070414583467098879e+01
4.432137260274466861e+00 4.452510933455170061e+01
4.431013866031204174e+00 4.876434887472557733e+01
4.420316244977076536e+00 5.351533790120017642e+01
4.403913957770726917e+00 5.887306932779819846e+01
4.384115858560830858e+00 6.493818841777343209e+01
4.361648773045693872e+00 7.182685501130572447e+01
4.336936187548878330e+00 7.967354636705015025e+01
4.310239900382980771e+00 8.863128447586281311e+01
4.282059432611463379e+00 9.889587528514987014e+01
4.253205601501309552e+00 1.107107119544971710e+02
4.226028320403830918e+00 1.243982859447916240e+02
4.204476898050370615e+00 1.403969251171266421e+02
4.192709454461488683e+00 1.592850422036719067e+02
4.192164035990658455e+00 1.816058266807582697e+02
4.199580831609073250e+00 2.076805645044196069e+02
4.209433926756418920e+00 2.376761367069791220e+02
4.220489957273324322e+00 2.718065646858050286e+02
4.236819884457657004e+00 3.106238981593077710e+02
4.259321048556434341e+00 3.548588063506257413e+02
4.277848881272344528e+00 4.048147966327156269e+02
4.271446970714715796e+00 4.603089877249586266e+02
4.427618808122221417e+00 5.340204931107554103e+02
4.374978870446781798e+00 6.077356197478450213e+02
4.328460752983398052e+00 6.909888909879597350e+02
4.293931151786433809e+00 7.862427795570939679e+02
4.270085506407654385e+00 8.952729380373933736e+02
4.252313774603773133e+00 1.019323623546987164e+03
4.237456597956975379e+00 1.159666238094703886e+03
4.223680491195396236e+00 1.317809084782345735e+03
4.210622270587951022e+00 1.495657120006037530e+03
4.198104294843707507e+00 1.695413470755323715e+03
4.186046969740997881e+00 1.919473883067938459e+03
4.174321344795655087e+00 2.170665006665472902e+03
4.163212555872051190e+00 2.452105424464733915e+03
4.152491205420265175e+00 2.767349105858771964e+03
4.142153733422682116e+00 3.120214290407037879e+03
4.132306747063077879e+00 3.515228008017785214e+03
4.122964656791445748e+00 3.957440925758494814e+03
4.113947375703040699e+00 4.452258464168675346e+03
4.105372247317998102e+00 5.006280885475708601e+03
4.097466025704131987e+00 5.626698262202893602e+03
4.089843831162442100e+00 6.321122323201429026e+03
4.082714942710606643e+00 7.098965269055824137e+03
4.076050941592193055e+00 7.970440569905065786e+03
4.069889373496005547e+00 8.946792375513257866e+03
4.064096191658826740e+00 1.004087017410917906e+04
4.058820594029029394e+00 1.126722080477180862e+04
4.053887950242753391e+00 1.264152276227873699e+04
4.049340336023522724e+00 1.418244405046642169e+04
4.045148807650988942e+00 1.590994092091650964e+04
4.041270361461491767e+00 1.784720053269188793e+04
4.037870927617061234e+00 2.002034634149237900e+04
4.034547862899596105e+00 2.245659328779228599e+04
4.031725744085754570e+00 2.519000652822723350e+04
4.029252715984494415e+00 2.825679789374678148e+04
4.026872716743056912e+00 3.169537879917188184e+04
4.024783722619226012e+00 3.555408009869382659e+04
4.022984615219695748e+00 3.988350502488160419e+04
4.021365556685982057e+00 4.474027566687340004e+04
4.019980437796198736e+00 5.018992341686559666e+04
4.018726746637717895e+00 5.630439110647595226e+04
4.017673661722093392e+00 6.316542600607169879e+04
4.016870999367109007e+00 7.086521171586275159e+04
4.016327887102303151e+00 7.950509113366603560e+04
4.015813853578054982e+00 8.920296381681192724e+04
4.015516098796430455e+00 1.000864527418772777e+05
4.015388898924332040e+00 1.123004192990515730e+05
4.015487624941778577e+00 1.260095538635306293e+05
4.015689376600539262e+00 1.413978133625050250e+05
4.016091276290556067e+00 1.586701140724684519e+05
4.016722444702831574e+00 1.780626615581921360e+05
4.017428475398633125e+00 1.998292868372643716e+05
4.018871757186158078e+00 2.242980852975708258e+05
4.023342499258376392e+00 2.519467855377774686e+05
1.642547338602969198e+00 7.362459471947442324e-01
1.695222853349238834e+00 8.529933356846942649e-01
1.735003081975169836e+00 9.588257581306585120e-01
1.770993248157038513e+00 1.066760726699666817e+00
1.809213022007384319e+00 1.189444985246641773e+00
1.849341601872402041e+00 1.326485957886222034e+00
1.887097369432309879e+00 1.460148601715566485e+00
2.022603030948440850e+00 2.291231215055227199e+00
1.987783907920744664e+00 2.003588753960420465e+00
2.020076504181488541e+00 2.183381444964905604e+00
2.059456156447689867e+00 2.426790449690242379e+00
2.100477292452471278e+00 2.698906738886746037e+00
2.140792641227673432e+00 2.991242338026072201e+00
2.178300397468604821e+00 3.294086474268259401e+00
2.215458926759654723e+00 3.613856464974206872e+00
2.257900273892049281e+00 3.974526308223840676e+00
2.310263366763451121e+00 4.405037264915567796e+00
2.268667101516269380e+00 4.740176093373568378e+00
2.436270788812123556e+00 5.841529736731669864e+00
2.588246935776575608e+00 7.025133429538164442e+00
2.728278095738862596e+00 8.300236204106600013e+00
2.865812107923861873e+00 9.695005238129873248e+00
3.010923277719041558e+00 1.127653312371607264e+01
3.011804189915758379e+00 1.170960831805557589e+01
3.034271714402510867e+00 1.231986064328063257e+01
3.085015844785496952e+00 1.317221139903895732e+01
3.214468052705945933e+00 1.474236114566558875e+01
3.423799799427596380e+00 1.713945816381731646e+01
3.636133968747166989e+00 1.971701652776939184e+01
3.837969392130241353e+00 2.242374120055788822e+01
4.015904168066779079e+00 2.519213980217302407e+01
4.162075060357080858e+00 2.800955157655959127e+01
4.267123377090713099e+00 3.092759553630849112e+01
4.341993787883055234e+00 3.397405863780827673e+01
4.391761731934893831e+00 3.721158728977800223e+01
4.419415887903426210e+00 4.070414583467082537e+01
4.432137260274463308e+00 4.452510933455170061e+01
4.431013866031205062e+00 4.876434887472537127e+01
4.420316244977078313e+00 5.351533790120039669e+01
4.403913957770737575e+00 5.887306932779844004e+01
4.384115858560833523e+00 6.493818841777343209e+01
4.361648773045698313e+00 7.182685501130572447e+01
4.336936187548877442e+00 7.967354636705015025e+01
4.310239900382978995e+00 8.863128447586281311e+01
4.282059432611458938e+00 9.889587528514987014e+01
4.253205601501304223e+00 1.107107119544971710e+02
4.226028320403825589e+00 1.243982859447916240e+02
4.204476898050375944e+00 1.403969251171266421e+02
4.192709454461494900e+00 1.592850422036725604e+02
4.192164035990662008e+00 1.816058266807582697e+02
4.199580831609071474e+00 2.076805645044196069e+02
4.209433926756416255e+00 2.376761367069781272e+02
4.220489957273334092e+00 2.718065646858050286e+02
4.236819884457658780e+00 3.106238981593077710e+02
4.259321048556429901e+00 3.548588063506257413e+02
4.277848881272351633e+00 4.048147966327156269e+02
4.271446970714708691e+00 4.603089877249586266e+02
4.427618808122213423e+00 5.340204931107532502e+02
4.374978870446781798e+00 6.077356197478450213e+02
4.328460752983402493e+00 6.909888909879597350e+02
4.293931151786425815e+00 7.862427795570939679e+02
4.270085506407660603e+00 8.952729380373933736e+02
4.252313774603770469e+00 1.019323623546987164e+03
4.237456597956985149e+00 1.159666238094703886e+03
4.223680491195397124e+00 1.317809084782345735e+03
4.210622270587943028e+00 1.495657120006037530e+03
4.198104294843693296e+00 1.695413470755316666e+03
4.186046969741004098e+00 1.919473883067938459e+03
4.174321344795670186e+00 2.170665006665472902e+03
4.163212555872050302e+00 2.452105424464733915e+03
4.152491205420265175e+00 2.767349105858771964e+03
4.142153733422700768e+00 3.120214290407050612e+03
4.132306747063073438e+00 3.515228008017785214e+03
4.122964656791445748e+00 3.957440925758494814e+03
4.113947375703036258e+00 4.452258464168675346e+03
4.105372247317993661e+00 5.006280885475688592e+03
4.097466025704137316e+00 5.626698262202893602e+03
